Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,573.456,0.716018,413510,7,0,0,0,0,0.029,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,573.443,0.689043,413510,7,0,0,0,0,0.016,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,573.581,0.895662,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,573.567,0.873638,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,573.542,0.783206,413510,7,0,0,0,0,0.012,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,573.469,0.745503,413510,7,0,0,0,0,0.009,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,573.517,0.803388,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,573.554,0.818494,413510,7,0,0,0,0,0.005,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,573.504,0.723493,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,573.593,0.957362,413510,7,0,0,0,0,0.002,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,573.312,0.405966,413510,7,0,3,1146.62,460443,0.289,0,5850,11310,7290,486,525,7875,5850,390,1100003,20723985,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,573.396,0.541019,413510,7,0,1,2008.79,348084,0.196,0,9750,11050,2430,810,875,2625,1950,650,2133428,5222610,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,573.384,0.600866,413510,7,0,0,0,0,0.159,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,573.492,0.648658,413510,7,0,2,685.975,375824,0.133,0,7800,11180,4860,648,700,5250,3900,520,1729773,11277435,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,573.371,0.555938,413510,7,0,0,0,0,0.066,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,573.529,0.820763,413510,7,0,0,0,0,0.054,0,11700,10920,0,972,1050,0,0,780,2481602,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
