Node ID,Mean Block Receive Time,Mean Block Propagation Time,Mean Block Size,Total Blocks,Stale Blocks,Miner Generated Blocks,Miner Avg Block Gen Interval,Miner Avg Block Size,Hash Rate,Attack Success,INV Received Bytes,INV Sent Bytes,GET_HEADERS Received Bytes,GET_HEADERS Sent Bytes,Headers Received Bytes,Headers Sent Bytes,GET_DATA Received Bytes,GET_DATA Sent Bytes,BLOCK Received Bytes,BLOCK Sent Bytes,EXT_INV Received Bytes,EXT_INV Sent Bytes,EXT_GET_HEADERS Received Bytes,EXT_GET_HEADERS Sent Bytes,EXT_HEADERS Received Bytes,EXT_HEADERS Sent Bytes,EXT_GET_DATA Received Bytes,EXT_GET_DATA Sent Bytes,Chunk Received Bytes,Chunk Sent Bytes,Longest Fork,Blocks in Forks,Connections,Block Timeouts,Chunk Timeouts,Mined Blocks in Main Chain,Fork Height,Fork Length,Block Interval,Time Interval
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
5,746.469,1.06348,462833,9,0,0,0,0,0.054,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
6,746.441,0.786206,462833,9,0,0,0,0,0.029,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
7,746.44,0.745179,462833,9,0,0,0,0,0.016,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
8,746.467,1.05437,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,746.465,0.985776,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
10,746.467,1.01446,462833,9,0,0,0,0,0.012,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
11,746.44,0.764274,462833,9,0,0,0,0,0.009,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
12,746.47,1.09407,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
13,746.465,0.959406,462833,9,0,0,0,0,0.005,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
14,746.468,0.996825,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
15,746.471,1.17501,462833,9,0,0,0,0,0.002,0,15600,14560,0,1296,1400,0,0,1040,3703381,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
0,746.386,0.332511,462833,9,0,2,1753.97,301735,0.289,0,11700,14820,4860,972,1050,5250,3900,780,3099731,9054750,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
1,746.387,0.417457,462833,9,0,1,767.597,683552,0.196,0,13650,14690,2430,1134,1225,2625,1950,910,3019739,10254630,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
2,746.35,0.301424,462833,9,0,3,1990.27,662551,0.159,0,9750,14950,7290,810,875,7875,5850,650,1715458,29818845,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
3,746.466,0.903023,462833,9,0,1,5125.84,427383,0.133,0,13650,14690,2430,1134,1225,2625,1950,910,3275908,6412095,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
4,746.387,0.400373,462833,9,0,1,2867.82,603,0.066,0,13650,14690,2430,1134,1225,2625,1950,910,3702688,10395,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
